開催＃,抽選日,＃
514,1999-03-01,9036
513,1999-02-26,69
512,1999-02-24,998
511,1999-02-22,1258
510,1999-02-19,5940
509,1999-02-17,965
508,1999-02-15,907
507,1999-02-12,3175
506,1999-02-10,5246
505,1999-02-08,6779
504,1999-02-05,7382
503,1999-02-03,4197
502,1999-02-01,5967
501,1999-01-29,3070
500,1999-01-27,4579
499,1999-01-25,9236
498,1999-01-22,5212
497,1999-01-20,5227
496,1999-01-18,9541
495,1999-01-15,415
494,1999-01-13,1564
493,1999-01-11,5494
492,1999-01-08,2596
491,1999-01-06,31
490,1999-01-04,7509
489,1998-12-30,9888
488,1998-12-28,3307
487,1998-12-25,6231
486,1998-12-23,9168
485,1998-12-21,6835
484,1998-12-18,189
483,1998-12-16,7316
482,1998-12-14,5902
481,1998-12-11,2952
480,1998-12-09,5669
479,1998-12-07,7788
478,1998-12-04,6768
477,1998-12-02,9699
476,1998-11-30,7466
475,1998-11-27,161
474,1998-11-25,941
473,1998-11-23,8571
472,1998-11-20,4070
471,1998-11-18,1782
470,1998-11-16,9274
469,1998-11-13,51
468,1998-11-11,8319
467,1998-11-09,3083
466,1998-11-06,6081
465,1998-11-04,6933
464,1998-11-02,6534
463,1998-10-30,5905
462,1998-10-28,8955
461,1998-10-26,9837
460,1998-10-23,5963
459,1998-10-21,7228
458,1998-10-19,912
457,1998-10-16,7893
456,1998-10-14,6719
455,1998-10-12,93
454,1998-10-09,5357
453,1998-10-07,2750
452,1998-10-05,1950
451,1998-10-02,1224
450,1998-09-30,1983
449,1998-09-28,7341
448,1998-09-25,4356
447,1998-09-23,121
446,1998-09-21,4590
445,1998-09-18,9657
444,1998-09-16,9922
443,1998-09-14,3151
442,1998-09-11,6431
441,1998-09-09,5309
440,1998-09-07,2548
439,1998-09-04,1580
438,1998-09-02,5473
437,1998-08-31,5711
436,1998-08-28,9945
435,1998-08-26,5654
434,1998-08-24,4288
433,1998-08-21,9200
432,1998-08-19,5776
431,1998-08-17,9901
430,1998-08-14,4731
429,1998-08-12,4532
428,1998-08-10,9230
427,1998-08-07,4521
426,1998-08-05,8550
425,1998-08-03,3914
424,1998-07-31,8991
423,1998-07-29,3149
422,1998-07-27,9683
421,1998-07-24,9088
420,1998-07-22,6237
419,1998-07-20,9002
418,1998-07-17,4637
417,1998-07-15,8840
416,1998-07-13,4123
415,1998-07-10,3354
414,1998-07-08,2154
413,1998-07-06,3786
412,1998-07-03,9995
411,1998-07-01,6891
410,1998-06-29,5352
409,1998-06-26,422
408,1998-06-24,9477
407,1998-06-22,6700
406,1998-06-19,9698
405,1998-06-17,3337
404,1998-06-15,9332
403,1998-06-12,6739
402,1998-06-10,9570
401,1998-06-08,2997
400,1998-06-05,6980
399,1998-06-03,884
398,1998-06-01,7143
397,1998-05-29,9348
396,1998-05-27,2002
395,1998-05-25,3829
394,1998-05-22,9626
393,1998-05-20,2957
392,1998-05-18,3779
391,1998-05-15,8369
390,1998-05-13,307
389,1998-05-11,5201
388,1998-05-08,154
387,1998-05-06,8301
386,1998-05-04,6560
385,1998-05-01,34
384,1998-04-29,8433
383,1998-04-27,2042
382,1998-04-24,3430
381,1998-04-22,256
380,1998-04-20,941
379,1998-04-17,1620
378,1998-04-15,1893
377,1998-04-13,4204
376,1998-04-10,5022
375,1998-04-08,1128
374,1998-04-06,5111
373,1998-04-03,8134
372,1998-04-01,6526
371,1998-03-30,6228
370,1998-03-27,129
369,1998-03-25,1059
368,1998-03-23,8573
367,1998-03-20,4980
366,1998-03-18,6907
365,1998-03-16,6228
364,1998-03-13,3686
363,1998-03-11,242
362,1998-03-09,6312
361,1998-03-06,3702
360,1998-03-04,5574
359,1998-03-02,9072
358,1998-02-27,1426
357,1998-02-25,6876
356,1998-02-23,5075
355,1998-02-20,1348
354,1998-02-18,6499
353,1998-02-16,8586
352,1998-02-13,2134
351,1998-02-11,609
350,1998-02-09,4652
349,1998-02-06,6110
348,1998-02-04,3531
347,1998-02-02,6603
346,1998-01-30,4483
345,1998-01-28,9860
344,1998-01-26,2789
343,1998-01-23,3748
342,1998-01-21,9295
341,1998-01-19,3878
340,1998-01-16,1574
339,1998-01-14,6989
338,1998-01-12,5560
337,1998-01-09,5009
336,1998-01-07,6557
335,1998-01-05,9750
334,1997-12-29,3776
333,1997-12-26,2042
332,1997-12-24,6460
331,1997-12-22,2055
330,1997-12-19,7499
329,1997-12-17,3701
328,1997-12-15,2919
327,1997-12-12,1662
326,1997-12-10,9759
325,1997-12-08,1035
324,1997-12-05,354
323,1997-12-03,7592
322,1997-12-01,7178
321,1997-11-28,5913
320,1997-11-26,552
319,1997-11-24,7312
318,1997-11-21,3614
317,1997-11-19,1650
316,1997-11-17,535
315,1997-11-14,9989
314,1997-11-12,5118
313,1997-11-10,4821
312,1997-11-07,2796
311,1997-11-05,8466
310,1997-11-03,7215
309,1997-10-31,6418
308,1997-10-29,1879
307,1997-10-27,4014
306,1997-10-24,6279
305,1997-10-22,7227
304,1997-10-20,6444
303,1997-10-17,5090
302,1997-10-15,5049
301,1997-10-13,7554
300,1997-10-10,1116
299,1997-10-08,2565
298,1997-10-06,9472
297,1997-10-03,9041
296,1997-09-30,6809
295,1997-09-26,2814
294,1997-09-23,8516
293,1997-09-19,8289
292,1997-09-16,3009
291,1997-09-12,7264
290,1997-09-09,2990
289,1997-09-05,6254
288,1997-09-02,2867
287,1997-08-29,1689
286,1997-08-26,6670
285,1997-08-22,295
284,1997-08-19,5086
283,1997-08-15,8106
282,1997-08-12,8882
281,1997-08-08,4834
280,1997-08-05,2937
279,1997-08-01,178
278,1997-07-29,9303
277,1997-07-25,999
276,1997-07-22,576
275,1997-07-18,800
274,1997-07-15,1026
273,1997-07-11,2992
272,1997-07-08,613
271,1997-07-04,3730
270,1997-07-01,6023
269,1997-06-27,628
268,1997-06-24,8375
267,1997-06-20,5949
266,1997-06-17,2310
265,1997-06-13,4112
264,1997-06-10,9888
263,1997-06-06,4185
262,1997-06-03,6628
261,1997-05-30,2045
260,1997-05-27,1203
259,1997-05-23,5339
258,1997-05-20,4714
257,1997-05-16,930
256,1997-05-13,8575
255,1997-05-09,6757
254,1997-05-06,6805
253,1997-05-02,9434
252,1997-04-29,9871
251,1997-04-25,6937
250,1997-04-22,4590
249,1997-04-18,6471
248,1997-04-15,6178
247,1997-04-11,127
246,1997-04-08,747
245,1997-04-04,2108
244,1997-04-01,4612
243,1997-03-28,7702
242,1997-03-25,7754
241,1997-03-21,557
240,1997-03-18,1173
239,1997-03-14,438
238,1997-03-11,9401
237,1997-03-07,5051
236,1997-03-04,1493
235,1997-02-28,4080
234,1997-02-25,7671
233,1997-02-21,1985
232,1997-02-18,8532
231,1997-02-14,7565
230,1997-02-11,7411
229,1997-02-07,9171
228,1997-02-04,9889
227,1997-01-31,5369
226,1997-01-28,5886
225,1997-01-24,4147
224,1997-01-21,239
223,1997-01-17,1041
222,1997-01-14,887
221,1997-01-10,2507
220,1997-01-07,6684
219,1996-12-27,6623
218,1996-12-24,3698
217,1996-12-20,4316
216,1996-12-17,4695
215,1996-12-13,2223
214,1996-12-10,1449
213,1996-12-06,7251
212,1996-12-03,9475
211,1996-11-29,5301
210,1996-11-26,7158
209,1996-11-22,6613
208,1996-11-19,9170
207,1996-11-15,7913
206,1996-11-12,382
205,1996-11-08,5797
204,1996-11-05,7832
203,1996-11-01,2210
202,1996-10-29,7202
201,1996-10-25,2398
200,1996-10-22,7441
199,1996-10-18,7656
198,1996-10-15,8234
197,1996-10-11,2697
196,1996-10-08,8316
195,1996-10-04,8693
194,1996-10-01,1745
193,1996-09-27,5312
192,1996-09-24,3371
191,1996-09-20,7301
190,1996-09-17,6332
189,1996-09-13,7981
188,1996-09-10,9167
187,1996-09-06,4640
186,1996-09-03,5010
185,1996-08-30,7284
184,1996-08-27,5570
183,1996-08-23,6416
182,1996-08-20,2057
181,1996-08-16,8132
180,1996-08-13,9989
179,1996-08-09,3568
178,1996-08-06,8734
177,1996-08-02,978
176,1996-07-30,5994
175,1996-07-26,8670
174,1996-07-23,4544
173,1996-07-19,6042
172,1996-07-16,744
171,1996-07-12,4820
170,1996-07-09,8695
169,1996-07-05,4946
168,1996-07-02,5739
167,1996-06-28,8092
166,1996-06-25,7
165,1996-06-21,8090
164,1996-06-18,5492
163,1996-06-14,2207
162,1996-06-11,3588
161,1996-06-07,6627
160,1996-06-04,5741
159,1996-05-31,4034
158,1996-05-28,2579
157,1996-05-24,9254
156,1996-05-21,8957
155,1996-05-17,171
154,1996-05-14,1470
153,1996-05-10,5468
152,1996-05-07,225
151,1996-05-03,3056
150,1996-04-30,5825
149,1996-04-26,7707
148,1996-04-23,6901
147,1996-04-19,2209
146,1996-04-16,2115
145,1996-04-12,8567
144,1996-04-09,4681
143,1996-04-05,3752
142,1996-04-02,2516
141,1996-03-29,2139
140,1996-03-26,1099
139,1996-03-22,7871
138,1996-03-19,4073
137,1996-03-15,9017
136,1996-03-12,4023
135,1996-03-08,3409
134,1996-03-05,6890
133,1996-03-01,5660
132,1996-02-27,5566
131,1996-02-23,8831
130,1996-02-20,4092
129,1996-02-16,9846
128,1996-02-13,3315
127,1996-02-11,9054
126,1996-02-06,6577
125,1996-02-02,5762
124,1996-01-30,942
123,1996-01-26,1165
122,1996-01-23,8578
121,1996-01-19,2645
120,1996-01-16,3583
119,1996-01-12,3010
118,1996-01-09,7435
117,1996-01-05,2689
116,1995-12-29,7410
115,1995-12-26,4101
114,1995-12-22,3943
113,1995-12-19,9163
112,1995-12-15,4191
111,1995-12-12,8011
110,1995-12-08,1697
109,1995-12-05,3593
108,1995-12-01,9852
107,1995-11-28,539
106,1995-11-24,9063
105,1995-11-21,6204
104,1995-11-17,2958
103,1995-11-14,8050
102,1995-11-10,4036
101,1995-11-07,1471
100,1995-11-03,5614
99,1995-10-31,2072
98,1995-10-27,4943
97,1995-10-24,2866
96,1995-10-20,6992
95,1995-10-17,6282
94,1995-10-13,8526
93,1995-10-10,9056
92,1995-10-06,8721
91,1995-10-03,330
90,1995-09-29,7696
89,1995-09-26,1614
88,1995-09-22,2562
87,1995-09-19,7676
86,1995-09-15,684
85,1995-09-12,2624
84,1995-09-08,6580
83,1995-09-05,9047
82,1995-09-01,1770
81,1995-08-29,3503
80,1995-08-25,437
79,1995-08-22,1742
78,1995-08-18,6536
77,1995-08-15,6406
76,1995-08-11,5531
75,1995-08-08,2332
74,1995-08-04,3011
73,1995-08-01,2341
72,1995-07-28,84
71,1995-07-25,948
70,1995-07-21,5094
69,1995-07-18,2792
68,1995-07-14,4214
67,1995-07-11,4881
66,1995-07-07,2098
65,1995-07-04,9819
64,1995-06-30,8844
63,1995-06-27,9123
62,1995-06-23,5608
61,1995-06-20,7882
60,1995-06-16,6373
59,1995-06-13,8885
58,1995-06-09,3042
57,1995-06-06,1398
56,1995-06-02,9981
55,1995-05-30,6780
54,1995-05-26,3895
53,1995-05-23,9040
52,1995-05-19,5053
51,1995-05-16,7598
50,1995-05-12,21
49,1995-05-09,6910
48,1995-05-05,5074
47,1995-05-02,9125
46,1995-04-28,9476
45,1995-04-25,5543
44,1995-04-21,4742
43,1995-04-18,5031
42,1995-04-14,9875
41,1995-04-11,228
40,1995-04-07,5584
39,1995-04-04,5560
38,1995-03-31,8634
37,1995-03-28,6941
36,1995-03-24,9776
35,1995-03-21,4703
34,1995-03-17,7521
33,1995-03-14,5819
32,1995-03-10,4575
31,1995-03-07,4830
30,1995-03-03,7566
29,1995-02-28,2061
28,1995-02-24,3466
27,1995-02-21,4908
26,1995-02-17,3360
25,1995-02-14,4556
24,1995-02-10,2321
23,1995-02-07,283
22,1995-02-03,7059
21,1995-01-31,3825
20,1995-01-27,2264
19,1995-01-24,1013
18,1995-01-20,3062
17,1995-01-17,8697
16,1995-01-13,524
15,1995-01-10,6419
14,1995-01-06,1409
13,1994-12-30,4673
12,1994-12-23,9722
11,1994-12-16,254
10,1994-12-09,2436
9,1994-12-02,2664
8,1994-11-25,7507
7,1994-11-18,3950
6,1994-11-11,5482
5,1994-11-04,265
4,1994-10-28,171
3,1994-10-21,97
2,1994-10-14,7921
1,1994-10-07,1149
